Rank,Actor_ID,Name,Img_link,Experince,Work
761,nm0004051,Brian Cox,"https://m.media-amazon.com/images/M/MV5BMTcyNzg4MzIwNl5BMl5BanBnXkFtZTcwNTI1NjYyMQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,Succession (tt7660850)
762,nm1172478,Joel Kinnaman,"https://m.media-amazon.com/images/M/MV5BNGIwMDVkNjktMzM3MC00ZmZmLTg3ZDYtZGEzZjU5NDI3ZTkyXkEyXkFqcGdeQXVyNTcxNDk1MA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Killing (tt1637727)
763,nm1670678,Amy Robach,"https://m.media-amazon.com/images/M/MV5BMTcxNzY3NTYwNV5BMl5BanBnXkFtZTcwOTgyMjM3NA@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,Ocean's Eight (tt5164214)
764,nm0052186,Jonathan Banks,"https://m.media-amazon.com/images/M/MV5BODI2OTYyOTQ4Nl5BMl5BanBnXkFtZTgwNTM3MTUxNDM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Mudbound (tt2396589)
765,nm3109964,Brian Tyree Henry,"https://m.media-amazon.com/images/M/MV5BMGVjNDQxNjEtYmJhMy00ZjZkLTg0YjYtYjNkOTdjZGJkYWM4XkEyXkFqcGdeQXVyMjE0NjY2NTA@._V1_UY209_CR43,0,140,209_AL_.jpg",Actor,Spider-Man: Into the Spider-Verse (tt4633694)
766,nm0000399,David Fincher,"https://m.media-amazon.com/images/M/MV5BMTc1NDkwMTQ2MF5BMl5BanBnXkFtZTcwMzY0ODkyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Director,Se7en (tt0114369)
767,nm0001631,Sarah Polley,"https://m.media-amazon.com/images/M/MV5BMTBmOTVkYzMtOGMxNS00NTdjLTk2MTYtN2NmZTVlNDMwOWM1XkEyXkFqcGdeQXVyMTUxNzU2OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Dawn of the Dead (tt0363547)
768,nm3512758,Sarah Snook,"https://m.media-amazon.com/images/M/MV5BNDQxYjA0ZWYtNjU3Yi00NTRlLWJhOTUtZTFhYjM2OTVjYmFlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,Predestination (tt2397535)
769,nm0020329,Brittany Allen,"https://m.media-amazon.com/images/M/MV5BZDkzNDk5YzgtYzEzMC00YjY0LTk5YTEtY2VkZTI5NWRlYmNmL2ltYWdlXkEyXkFqcGdeQXVyMTU2OTcyNzc@._V1_UY209_CR88,0,140,209_AL_.jpg",Actress,What Keeps You Alive (tt7073710)
770,nm0000153,Gina Gershon,"https://m.media-amazon.com/images/M/MV5BZWU5NWY5ZWMtMzk1Mi00YmE3LWI4NmQtZTdjZWNmZDhiNWE4XkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UY209_CR17,0,140,209_AL_.jpg",Actress,Bound (tt0115736)
771,nm0703939,Molly C. Quinn,"https://m.media-amazon.com/images/M/MV5BMjUxYTFlNDItMDIzMC00NjMxLTk0YWMtYWU4NWMxNDhlNTYyXkEyXkFqcGdeQXVyMTczMjU2ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Castle (tt1219024)
772,nm1055413,Michael Fassbender,"https://m.media-amazon.com/images/M/MV5BMTk0NjM2MTE5M15BMl5BanBnXkFtZTcwODIxMzcyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Shame (tt1723811)
773,nm1495520,Caitríona Balfe,"https://m.media-amazon.com/images/M/MV5BZTM4ZDBhYWMtZmQ0Ny00YjI0LWFhMTEtM2IwNmZlZGQwYzJhXkEyXkFqcGdeQXVyMjA2Nzk2MDc@._V1_UY209_CR6,0,140,209_AL_.jpg",Actress,Belfast (tt12789558)
774,nm3353780,Katie Douglas,"https://m.media-amazon.com/images/M/MV5BOGZiMmUwNjMtZGQ5MS00ZmFlLWEzMDgtMzBmNjgzMjA3Y2Q4XkEyXkFqcGdeQXVyNDUzMTI2MzI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Ginny & Georgia (tt10813940)
775,nm0324658,Walton Goggins,"https://m.media-amazon.com/images/M/MV5BMzcxNjJiMWUtMDgwYS00MDg0LWJmZGQtMWNlMTIwNDhhODQ0XkEyXkFqcGdeQXVyNDg4OTQzNjg@._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,Justified (tt1489428)
776,nm0000140,Michael Douglas,"https://m.media-amazon.com/images/M/MV5BMTQ3NzMzOTQ3MF5BMl5BanBnXkFtZTcwOTE0MzY1Mw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Actor,Behind the Candelabra (tt1291580)
777,nm3564817,Phoebe Waller-Bridge,"https://m.media-amazon.com/images/M/MV5BMjQxNzYxODg4NF5BMl5BanBnXkFtZTgwNzE1NzYzMjI@._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,Solo: A Star Wars Story (tt3778644)
778,nm0000353,Willem Dafoe,"https://m.media-amazon.com/images/M/MV5BOWU4MTI2OTctODQ1ZS00MGM1LWJkM2EtODE3MGNkNmIyZDEwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,At Eternity's Gate (tt6938828)
779,nm0001309,Anthony Michael Hall,"https://m.media-amazon.com/images/M/MV5BOTdhZmJlMmUtZjdhYi00MDVjLWFhZmMtNTY4MDU5OWIyMTU5XkEyXkFqcGdeQXVyODUwMjgxNDU@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,War Machine (tt4758646)
780,nm6575931,Audrey Corsa,"https://m.media-amazon.com/images/M/MV5BY2VmYWZiODAtNDExNy00MGI3LWFmYTYtZTdjNGQ1MDJkNTZkXkEyXkFqcGdeQXVyMTM4ODY1MTcx._V1_UY209_CR21,0,140,209_AL_.jpg",Actress,Dear Edward (tt17543896)
781,nm8137263,Joy Sunday,"https://m.media-amazon.com/images/M/MV5BODAxYTdlZmEtN2UxOS00OGEzLWExNjAtOTAxYTc0MmY4NGFmXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,Wednesday (tt13443470)
782,nm0001722,Rufus Sewell,"https://m.media-amazon.com/images/M/MV5BZjY1OTk4MDgtNmU1Mi00ODBjLTk3YjktNTI1ZGExYTE3MGY4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Dark City (tt0118929)
783,nm0642444,Genevieve O'Reilly,"https://m.media-amazon.com/images/M/MV5BMTRhM2ZjMzItNTdlZS00NzFlLThhNDUtNDliZjc4YmU5MWExXkEyXkFqcGdeQXVyMTMyOTIwNDQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Dry (tt5144174)
784,nm0006713,Rachael Harris,"https://m.media-amazon.com/images/M/MV5BMDE0NzRhMGMtMjNkYy00YjMxLTk2ZGUtNjkxODU1NmI0ZWY0XkEyXkFqcGdeQXVyNDk4NzYxOA@@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,The Hangover (tt1119646)
785,nm0000633,Tom Selleck,"https://m.media-amazon.com/images/M/MV5BMTQyMjQzODMzNF5BMl5BanBnXkFtZTcwMjE0NTM1Mw@@._V1_UY209_CR2,0,140,209_AL_.jpg",Actor,Blue Bloods (tt1595859)
786,nm0035514,Richard Armitage,"https://m.media-amazon.com/images/M/MV5BMTZkZDcwMzEtNmE3Ny00M2YzLWJhNDAtY2U5NjkzMzJkNjM4XkEyXkFqcGdeQXVyMjQxODUxMjA@._V1_UY209_CR0,0,140,209_AL_.jpg",Actor,The Hobbit: An Unexpected Journey (tt0903624)
787,nm4023073,Rosa Salazar,"https://m.media-amazon.com/images/M/MV5BM2FkNDAwMDItMWQwNy00YzE5LWJiM2EtZmNhZTZjZDk1YmJlXkEyXkFqcGdeQXVyMjQwMTcxMzA@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Alita: Battle Angel (tt0437086)
788,nm1906500,Katherine Kelly,"https://m.media-amazon.com/images/M/MV5BZjBkMzc2ZjQtOGJjZC00MWFjLWFlZDEtZmY0YTQzZDMzNWMyXkEyXkFqcGdeQXVyMjMyNzMyMjM@._V1_UY209_CR45,0,140,209_AL_.jpg",Actress,Cheat (tt9131136)
789,nm0563301,Craig Mazin,"https://m.media-amazon.com/images/M/MV5BMjlhNTg1ZTctOWFmMC00NjQ0LWFmMTktODQ4NmYyZDhjNzQzXkEyXkFqcGdeQXVyMTMzMzk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg",Writer,Chernobyl (tt7366338)
790,nm0001293,Seth Green,"https://m.media-amazon.com/images/M/MV5BYzFlMDJiZDMtMjA1OS00ZTY1LTgwNGMtNzdiYmRmNDkyNzQ3XkEyXkFqcGdeQXVyMTIzMjg4Mzgx._V1_UY209_CR15,0,140,209_AL_.jpg",Actor,Robot Chicken (tt0437745)
791,nm0001648,Charlotte Rampling,"https://m.media-amazon.com/images/M/MV5BMTU0MTgyMjIzMF5BMl5BanBnXkFtZTcwOTc3NTA0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,45 Years (tt3544082)
792,nm0000099,Patricia Arquette,"https://m.media-amazon.com/images/M/MV5BMTQ5Njg0NjkxMV5BMl5BanBnXkFtZTcwMzc0NTI5NA@@._V1_UY209_CR0,0,140,209_AL_.jpg",Actress,True Romance (tt0108399)
793,nm0000639,Ally Sheedy,"https://m.media-amazon.com/images/M/MV5BMTc2ODUwNzM5NV5BMl5BanBnXkFtZTYwMTcxNzM3._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,WarGames (tt0086567)
794,nm1940449,Andrew Garfield,"https://m.media-amazon.com/images/M/MV5BMjE2MjI2OTk1OV5BMl5BanBnXkFtZTgwNTY1NzM4MDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,Hacksaw Ridge (tt2119532)
795,nm0000968,Sonia Braga,"https://m.media-amazon.com/images/M/MV5BMTk4NjQ4MTgwNF5BMl5BanBnXkFtZTcwNzUzNzAzMw@@._V1_UY209_CR14,0,140,209_AL_.jpg",Actress,Dona Flor e Seus Dois Maridos (tt0077452)
796,nm0000054,Marilyn Monroe,"https://m.media-amazon.com/images/M/MV5BMjdhOWY3OTMtNTI5Yi00NjA4LTk4YzktYmU2NTkzYzljODRhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR17,0,140,209_AL_.jpg",Actress,Some Like It Hot (tt0053291)
797,nm3400186,Julia Garner,"https://m.media-amazon.com/images/M/MV5BNmU3NDRjMDEtNTQ2Ni00ZGZmLTk3ZjUtODUxMjA2NGY4NDg4XkEyXkFqcGdeQXVyMjQzMDM0NDU@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Ozark (tt5071412)
798,nm0005261,Brittany Murphy,"https://m.media-amazon.com/images/M/MV5BMTc4MjM0MzMwNl5BMl5BanBnXkFtZTYwMTU4NDg1._V1_UY209_CR6,0,140,209_AL_.jpg",Actress,Clueless (tt0112697)
799,nm0000186,David Lynch,"https://m.media-amazon.com/images/M/MV5BMTQ1MTY2MTY2Nl5BMl5BanBnXkFtZTcwMDg1ODYwNA@@._V1_UY209_CR14,0,140,209_AL_.jpg",Writer,Twin Peaks (tt0098936)
800,nm1601397,Olivia Munn,"https://m.media-amazon.com/images/M/MV5BMjA2OTMyNTczMV5BMl5BanBnXkFtZTcwNDc5MzIzMw@@._V1_UY209_CR11,0,140,209_AL_.jpg",Actress,The Newsroom (tt1870479)
801,nm3817021,Amy-Leigh Hickman,"https://m.media-amazon.com/images/M/MV5BNjk0NDJhZjMtY2M3OS00ZGY3LWE5MzAtYjNjMTk2MjUyNDY2XkEyXkFqcGdeQXVyNjU0ODA5NzM@._V1_UY209_CR21,0,140,209_AL_.jpg",Actress,The Dumping Ground (tt2319282)
802,nm0000202,Ryan Phillippe,"https://m.media-amazon.com/images/M/MV5BMTk0MzEwMzEzNV5BMl5BanBnXkFtZTgwNDMzMTc0NDE@._V1_UY209_CR3,0,140,209_AL_.jpg",Actor,Gosford Park (tt0280707)
803,nm1913734,Rooney Mara,"https://m.media-amazon.com/images/M/MV5BMTM2NDE3MDk1OF5BMl5BanBnXkFtZTcwNjI1MDY0Nw@@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,The Girl with the Dragon Tattoo (tt1568346)
804,nm0279545,Isla Fisher,"https://m.media-amazon.com/images/M/MV5BODY3MDQ4MTQ4Nl5BMl5BanBnXkFtZTgwNDU2NzU1MDE@._V1_UY209_CR14,0,140,209_AL_.jpg",Actress,Wedding Crashers (tt0396269)
805,nm0000164,Anthony Hopkins,"https://m.media-amazon.com/images/M/MV5BMTg5ODk1NTc5Ml5BMl5BanBnXkFtZTYwMjAwOTI4._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,The Silence of the Lambs (tt0102926)
806,nm4058898,Diane Guerrero,"https://m.media-amazon.com/images/M/MV5BMjEyODg0OTg5OF5BMl5BanBnXkFtZTgwOTk1MDAzMTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,Orange Is the New Black (tt2372162)
807,nm0911320,Patrick Warburton,"https://m.media-amazon.com/images/M/MV5BMjM5MTAxNTk4OF5BMl5BanBnXkFtZTgwNDYxMzA3MTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Emperor's New Groove (tt0120917)
808,nm0534777,Anna Madeley,"https://m.media-amazon.com/images/M/MV5BYmNlMGJmOWQtNWI0MC00NjJjLTgzYzYtYzU2OTc3MGY4OGE1XkEyXkFqcGdeQXVyMjAyNzI4MjM@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,In Bruges (tt0780536)
809,nm0488662,John Larroquette,"https://m.media-amazon.com/images/M/MV5BMTk3MTg3Mjg2NV5BMl5BanBnXkFtZTYwOTUyNjky._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Night Court (tt0086770)
810,nm0000491,John Leguizamo,"https://m.media-amazon.com/images/M/MV5BNTEyMjMxNDg5NF5BMl5BanBnXkFtZTcwNzczOTY4MQ@@._V1_UY209_CR15,0,140,209_AL_.jpg",Actor,Moulin Rouge! (tt0203009)
811,nm0478762,Katherine LaNasa,"https://m.media-amazon.com/images/M/MV5BMGI4YTNhZTAtNWYwZC00OTAzLTg3ODEtYmMxMmY1MTM1MGMyXkEyXkFqcGdeQXVyMjAxMDcwODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Campaign (tt1790886)
812,nm0453909,Charles Kimbrough,"https://m.media-amazon.com/images/M/MV5BMjE2NTc2Nzk0Nl5BMl5BanBnXkFtZTcwNzU5NzExOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Hunchback of Notre Dame (tt0116583)
813,nm0000507,Rob Lowe,"https://m.media-amazon.com/images/M/MV5BMTc3NjIwMjgyMV5BMl5BanBnXkFtZTgwMDI1MTQ2NjE@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,St. Elmo's Fire (tt0090060)
814,nm0001633,Annie Potts,"https://m.media-amazon.com/images/M/MV5BMjA0NjkyMDIzMF5BMl5BanBnXkFtZTcwNjc2NTUyMQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Ghostbusters (tt0087332)
815,nm1310368,Minka Kelly,"https://m.media-amazon.com/images/M/MV5BMTA1MzcwNTQyNDJeQTJeQWpwZ15BbWU4MDMzMzY0NTgx._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,The Roommate (tt1265990)
816,nm1602660,Ben Barnes,"https://m.media-amazon.com/images/M/MV5BNTAyNDY4NzgxMF5BMl5BanBnXkFtZTgwMTg2NTQxNDM@._V1_UY209_CR20,0,140,209_AL_.jpg",Actor,The Chronicles of Narnia: Prince Caspian (tt0499448)
817,nm1310016,Brian Geraghty,"https://m.media-amazon.com/images/M/MV5BNmM3N2NkNTAtN2QxZS00MDlmLWI1YzAtMThlZTJjZGJhMDI1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,The Hurt Locker (tt0887912)
818,nm0004950,Jennifer Garner,"https://m.media-amazon.com/images/M/MV5BNTA4MDgzMTc1Nl5BMl5BanBnXkFtZTcwNjQyMjIwNQ@@._V1_UY209_CR10,0,140,209_AL_.jpg",Actress,Alias (tt0285333)
819,nm2917725,Raymond Ablack,"https://m.media-amazon.com/images/M/MV5BNDdkMGVlYTYtNzA5MC00OWE1LTg1ZWEtMjA0MjBjYWIxOTNiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,Ginny & Georgia (tt10813940)
820,nm0891786,Alexa PenaVega,"https://m.media-amazon.com/images/M/MV5BNDQyMDU5NjU5N15BMl5BanBnXkFtZTgwMzM5MTczNzE@._V1_UY209_CR15,0,140,209_AL_.jpg",Actress,Spy Kids 2: Island of Lost Dreams (tt0287717)
821,nm10128408,Emma Corrin,"https://m.media-amazon.com/images/M/MV5BMGViYjI5MmQtYThkYi00ZGExLTgzMWYtMzZhNDViNDc1NGIwXkEyXkFqcGdeQXVyMTEyMzgzOTcz._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,The Crown (tt4786824)
822,nm2902567,Aneurin Barnard,"https://m.media-amazon.com/images/M/MV5BZTdiMTRmOGEtOTRmOC00Y2RjLWI5MTUtOTc2NThhYjhiN2Y0XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Dunkirk (tt5013056)
823,nm0675730,Sean Pertwee,"https://m.media-amazon.com/images/M/MV5BMjIwNDcwNjkxMV5BMl5BanBnXkFtZTgwNTM5MzcwMTE@._V1_UY209_CR11,0,140,209_AL_.jpg",Actor,Dog Soldiers (tt0280609)
824,nm2368789,Zoë Kravitz,"https://m.media-amazon.com/images/M/MV5BM2NmMWViOTYtOGJhYi00MzU2LWI5ODYtOGJhYzhkMWViODY5XkEyXkFqcGdeQXVyNjk2NTA3MTc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Mad Max: Fury Road (tt1392190)
825,nm9121761,Winslow Fegley,"https://m.media-amazon.com/images/M/MV5BMGE2NDgwZWMtNDljOS00MTZlLWIzYWUtYzc3NGEzMzU3ZDBkXkEyXkFqcGdeQXVyMTM1MjAxMDc3._V1_UY209_CR86,0,140,209_AL_.jpg",Actor,Come Play (tt8004664)
826,nm0000329,Jackie Chan,"https://m.media-amazon.com/images/M/MV5BMTk4MDM0MDUzM15BMl5BanBnXkFtZTcwOTI4MzU1Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,Ngo si seoi (tt0127357)
827,nm0000707,Sean Young,"https://m.media-amazon.com/images/M/MV5BOGM1YzQyYWMtZDM2Yi00YjM1LTliYWYtODEyNjY0OGVjYTcyXkEyXkFqcGdeQXVyMjIzODg1ODM@._V1_UY209_CR3,0,140,209_AL_.jpg",Actress,Blade Runner (tt0083658)
828,nm0328709,Meagan Good,"https://m.media-amazon.com/images/M/MV5BMGU4MDVkYmEtNzlhMC00MzRkLWE4MzItN2JmNGY5MDUxNDFjXkEyXkFqcGdeQXVyNzQwMzYyMTg@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Think Like a Man (tt1621045)
829,nm0000602,Robert Redford,"https://m.media-amazon.com/images/M/MV5BMTk1Nzc5MzQyMV5BMl5BanBnXkFtZTcwNjQ5OTA0Mg@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,The Natural (tt0087781)
830,nm0005128,Lucy Lawless,"https://m.media-amazon.com/images/M/MV5BMTU0NTczNzYyOF5BMl5BanBnXkFtZTgwNjQ5NTk4NjE@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Xena: Warrior Princess (tt0112230)
831,nm0000379,Kirsten Dunst,"https://m.media-amazon.com/images/M/MV5BMTQ3NzkwNzM1MV5BMl5BanBnXkFtZTgwMzE2MTQ3MjE@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Spider-Man (tt0145487)
832,nm7615637,Sam Jay,"https://m.media-amazon.com/images/M/MV5BNmJhNTY0NGMtZDVmMS00OGIwLTljZTItMDgyYWRlYjY3MGYwXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_UY209_CR5,0,140,209_AL_.jpg",Actress,You People (tt14826022)
833,nm0226813,Garret Dillahunt,"https://m.media-amazon.com/images/M/MV5BNGU2YjQ5MGQtMzAyYy00MGM0LWFhYmMtZmYxNjFiZjliYmNjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR23,0,140,209_AL_.jpg",Actor,12 Years a Slave (tt2024544)
834,nm1325419,Kristen Wiig,"https://m.media-amazon.com/images/M/MV5BODY0NzMzYTEtOGZmNS00ODJiLWEzYzktY2I4NDI3ODA2ZGRhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Bridesmaids (tt1478338)
835,nm0300589,Sarah Gadon,"https://m.media-amazon.com/images/M/MV5BY2I3YTA3M2EtYWJhYS00NjJlLTg1NzYtMTdmNjI5M2ViY2ZiXkEyXkFqcGdeQXVyMzE1MjkwODU@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Cosmopolis (tt1480656)
836,nm5730649,Lewis Pullman,"https://m.media-amazon.com/images/M/MV5BYzk1ZTllMDEtMGI0Yy00NmU5LTk2N2ItZWUyOTYzNjQyMGY2XkEyXkFqcGdeQXVyNzA0MTIyNjQ@._V1_UY209_CR15,0,140,209_AL_.jpg",Actor,Outer Range (tt11685912)
837,nm0206257,Rosario Dawson,"https://m.media-amazon.com/images/M/MV5BNjlhN2YzMDYtOTcxYi00YWIwLTkwNTItNDNlMWY2ZDNkNzA5XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Rent (tt0294870)
838,nm0005476,Hilary Swank,"https://m.media-amazon.com/images/M/MV5BNWNjZjc1NTYtZmY2Mi00MjZhLWE4ZjYtYTMyNWFmYjRkZDdmXkEyXkFqcGdeQXVyMTAyNzUwOTA5._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Million Dollar Baby (tt0405159)
839,nm0839486,Ethan Suplee,"https://m.media-amazon.com/images/M/MV5BN2JjZmUyZmUtNjQ3MS00NWYwLWE2ZjUtOTM0ODUyZTg3MWUzXkEyXkFqcGdeQXVyMTA3NjAxNDU@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Remember the Titans (tt0210945)
840,nm1208167,Diane Kruger,"https://m.media-amazon.com/images/M/MV5BMTM3MzY0Nzk2Ml5BMl5BanBnXkFtZTcwODQ0MTMyMw@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,Inglourious Basterds (tt0361748)
841,nm0000614,Alan Rickman,"https://m.media-amazon.com/images/M/MV5BMTUwNTc4MTg4Ml5BMl5BanBnXkFtZTcwNDY2MjkxOA@@._V1_UY209_CR7,0,140,209_AL_.jpg",Actor,Die Hard (tt0095016)
842,nm1024107,Ambyr Childers,"https://m.media-amazon.com/images/M/MV5BZmY1NWM3NjUtMmU3Mi00NDU3LWJiOGQtMDkxOTRlODBiZGQ1XkEyXkFqcGdeQXVyMjAwNzA5MTM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Master (tt1560747)
843,nm4251460,Yasmine Al-Bustami,"https://m.media-amazon.com/images/M/MV5BZGYxZmJkN2QtM2U4Yy00YWQxLTg3M2UtMWNjYWI3MTI5NzdkXkEyXkFqcGdeQXVyMjYzMDYwNjQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Originals (tt2632424)
844,nm6658398,Shawn Mendes,"https://m.media-amazon.com/images/M/MV5BMjA4MTAzMzgxMV5BMl5BanBnXkFtZTgwOTI5MzU2NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Soundtrack,Sing 2 (tt6467266)
845,nm4374524,Noémie Merlant,"https://m.media-amazon.com/images/M/MV5BMTEzNDg5MzE0ODdeQTJeQWpwZ15BbWU4MDk5OTI3NjQx._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Portrait de la jeune fille en feu (tt8613070)
846,nm5575725,Lucas Bravo,"https://m.media-amazon.com/images/M/MV5BYWYyMjdiNTEtYzcxMC00NTYyLWJlOGEtNDNlNDlmZWE0MzdiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Ticket to Paradise (tt14109724)
847,nm0001116,Warwick Davis,"https://m.media-amazon.com/images/M/MV5BMTMxNzk3MjA3Ml5BMl5BanBnXkFtZTcwOTAxNjA3Mg@@._V1_UY209_CR9,0,140,209_AL_.jpg",Actor,Willow (tt0096446)
848,nm1078479,John Cena,"https://m.media-amazon.com/images/M/MV5BMTQ5MzkzNTIyN15BMl5BanBnXkFtZTYwNzUzOTA2._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Suicide Squad (tt6334354)
849,nm0002124,Melora Hardin,"https://m.media-amazon.com/images/M/MV5BMTcyNzAzODk5Ml5BMl5BanBnXkFtZTcwMjEyNTE2Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,17 Again (tt0974661)
850,nm1065454,Tricia Helfer,"https://m.media-amazon.com/images/M/MV5BMjEzNTI4MzAzNl5BMl5BanBnXkFtZTcwNTEyNzQ1NA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Battlestar Galactica (tt0407362)
851,nm0000139,Cameron Diaz,"https://m.media-amazon.com/images/M/MV5BMTkxNTI5NzM4MV5BMl5BanBnXkFtZTcwMTI3ODY3Mg@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,Vanilla Sky (tt0259711)
852,nm0005182,Leslie Mann,"https://m.media-amazon.com/images/M/MV5BMTU4MTI1MTAwMF5BMl5BanBnXkFtZTcwNjUxMTQ5Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,Knocked Up (tt0478311)
853,nm1128037,Ruben Östlund,"https://m.media-amazon.com/images/M/MV5BMTQxNTI2MTY3OV5BMl5BanBnXkFtZTgwMDM5OTA5MjE@._V1_UY209_CR8,0,140,209_AL_.jpg",Director,Triangle of Sadness (tt7322224)
854,nm0088127,Alexis Bledel,"https://m.media-amazon.com/images/M/MV5BMTc4NTg4ODU0Ml5BMl5BanBnXkFtZTgwOTA1MjUwNDE@._V1_UY209_CR8,0,140,209_AL_.jpg",Actress,Gilmore Girls (tt0238784)
855,nm0568390,Rob McElhenney,"https://m.media-amazon.com/images/M/MV5BZjUwYWUxMjctN2JkNC00MTVjLWI0MDAtODQ1ZTkwMGM0MTIyXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Writer,It's Always Sunny in Philadelphia (tt0472954)
856,nm0000106,Drew Barrymore,"https://m.media-amazon.com/images/M/MV5BMjEyOTMzODIxM15BMl5BanBnXkFtZTcwODM2NTY5Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",Producer,Charlie's Angels (tt0160127)
857,nm0000149,Jodie Foster,"https://m.media-amazon.com/images/M/MV5BMTM3MjgyOTQwNF5BMl5BanBnXkFtZTcwMDczMzEwNA@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,The Silence of the Lambs (tt0102926)
858,nm0001282,Tony Goldwyn,"https://m.media-amazon.com/images/M/MV5BMTk3NTI3ODgwM15BMl5BanBnXkFtZTgwMjM2NTE2NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Ghost (tt0099653)
