Rank,Actor_ID,Name,Img_link,Experince,Work
100,nm0000270,Gabrielle Anwar,"https://m.media-amazon.com/images/M/MV5BMjRlYWQ5MDUtM2YwNS00MTk2LWFhMGItOWE5OGJkNjVkNTQ0XkEyXkFqcGdeQXVyNjkxNjE2NTE@._V1_UY209_CR9,0,140,209_AL_.jpg",Actress,The Three Musketeers (tt0108333)
101,nm0001499,Tina Majorino,"https://m.media-amazon.com/images/M/MV5BNzA5ZDE5YzgtOTgwNC00ZmVhLWE4YmUtOGYzN2Q5MzhiOThjXkEyXkFqcGdeQXVyMTA5MzMyMTEx._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Napoleon Dynamite (tt0374900)
102,nm1775091,Danai Gurira,"https://m.media-amazon.com/images/M/MV5BNjYyNjg1OTU1M15BMl5BanBnXkFtZTgwNzYyNTkzMDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Black Panther (tt1825683)
103,nm2225369,Jennifer Lawrence,"https://m.media-amazon.com/images/M/MV5BOTU3NDE5MDQ4MV5BMl5BanBnXkFtZTgwMzE5ODQ3MDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Hunger Games (tt1392170)
104,nm0000229,Steven Spielberg,"https://m.media-amazon.com/images/M/MV5BMTY1NjAzNzE1MV5BMl5BanBnXkFtZTYwNTk0ODc0._V1_UX140_CR0,0,140,209_AL_.jpg",Producer,Schindler's List (tt0108052)
105,nm1176985,Dave Bautista,"https://m.media-amazon.com/images/M/MV5BNTZkYzU0ZGUtZTk1MC00MzJjLWFmMzItY2M0ODY1ZmI2OGQ0XkEyXkFqcGdeQXVyMjI0MjgwNjc@._V1_UY209_CR116,0,140,209_AL_.jpg",Actor,Guardians of the Galaxy (tt2015381)
106,nm0509937,Judith Light,"https://m.media-amazon.com/images/M/MV5BMTU1MDM4MDE5OF5BMl5BanBnXkFtZTgwNTA2OTY4NTE@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,Who's the Boss? (tt0086827)
107,nm0005109,Mila Kunis,"https://m.media-amazon.com/images/M/MV5BODQyNTQyNzY4MV5BMl5BanBnXkFtZTcwODg5MDA3MQ@@._V1_UY209_CR17,0,140,209_AL_.jpg",Actress,Black Swan (tt0947798)
108,nm0000289,Ellen Barkin,"https://m.media-amazon.com/images/M/MV5BMTI2OTk3MTgxNl5BMl5BanBnXkFtZTcwMTMxNDkxMw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,The Fan (tt0116277)
109,nm4141252,Lily James,"https://m.media-amazon.com/images/M/MV5BMTgxMjM2NTAyMV5BMl5BanBnXkFtZTgwOTU4NjU2NDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Cinderella (tt1661199)
110,nm6058482,Callie Haverda,"https://m.media-amazon.com/images/M/MV5BYzhmMTEyMzEtMDhhZS00ZDliLTgzNzEtOWY4NWQ3ZmJiYTQ1XkEyXkFqcGdeQXVyMjEwMjU3MTY@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,That '90s Show (tt15591076)
111,nm1788739,Sosie Bacon,"https://m.media-amazon.com/images/M/MV5BNTZjZTU2N2QtMzc0Zi00NzFkLWIwYjUtZjE5MTJmZWY5MDI3XkEyXkFqcGdeQXVyMTAwODcwMjE3._V1_UY209_CR52,0,140,209_AL_.jpg",Actress,Smile (tt15474916)
112,nm0447695,Anna Kendrick,"https://m.media-amazon.com/images/M/MV5BMjIzOTA0OTQyN15BMl5BanBnXkFtZTcwMjE1OTIwMw@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,Up in the Air (tt1193138)
113,nm0000126,Kevin Costner,"https://m.media-amazon.com/images/M/MV5BMTY1ODkwMTQxOF5BMl5BanBnXkFtZTcwNzkwNDcyMw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Postman (tt0119925)
114,nm2605345,Gemma Arterton,"https://m.media-amazon.com/images/M/MV5BOTAwNTMwMzE5OF5BMl5BanBnXkFtZTgwMjYwNzI2MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Prince of Persia: The Sands of Time (tt0473075)
115,nm0005176,Wendie Malick,"https://m.media-amazon.com/images/M/MV5BOTZiZWJlNjktNmEzMC00Mjg2LWE3ZTEtMmE0NDA3M2IzN2Q2XkEyXkFqcGdeQXVyMjIwMDY1NDg@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,Waiting... (tt0348333)
116,nm3154303,Timothée Chalamet,"https://m.media-amazon.com/images/M/MV5BNThiOTM4NTAtMDczNy00YzlkLWJhNTEtZTZhNDVmYzlkZWI0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR68,0,140,209_AL_.jpg",Actor,Call Me by Your Name (tt5726616)
117,nm3647676,Charlie Murphy,"https://m.media-amazon.com/images/M/MV5BZTA4ODAyYzktZWU0Ni00MmVmLWJlNWQtN2Y1NzZkZDlhZGE4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Happy Valley (tt3428912)
118,nm1157358,Michelle Monaghan,"https://m.media-amazon.com/images/M/MV5BNzEwYTdjNjYtZDk4NC00YzFmLTlkZTQtNTQyZTg3YmIxYWIxL2ltYWdlXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Gone Baby Gone (tt0452623)
119,nm0362766,Tom Hardy,"https://m.media-amazon.com/images/M/MV5BMTQ3ODEyNjA4Nl5BMl5BanBnXkFtZTgwMTE4ODMyMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Inception (tt1375666)
120,nm1790970,Jessica Williams,"https://m.media-amazon.com/images/M/MV5BODdlYmYyZTktOGVhZS00ZWNiLWI3MDYtYWMyYWU0MjBhYzA1XkEyXkFqcGdeQXVyNTI5NzMwNQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Shrinking (tt15677150)
121,nm0005203,Mary McCormack,"https://m.media-amazon.com/images/M/MV5BMjIyNDIxNzg1NV5BMl5BanBnXkFtZTcwOTAwOTM0Mw@@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Deep Impact (tt0120647)
122,nm2186865,Hong Chau,"https://m.media-amazon.com/images/M/MV5BNjllNmMzNWYtM2JjMS00ODg4LTk2OWEtYWE3OTc1NzMzMGM2XkEyXkFqcGdeQXVyNTc0NTQ3MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Downsizing (tt1389072)
123,nm0731075,Emma Roberts,"https://m.media-amazon.com/images/M/MV5BMGU2ODg5YTYtMjY5My00NjE3LTk4NDMtY2FjM2ZmNjk0ZTBhXkEyXkFqcGdeQXVyMTIxMTA0Ng@@._V1_UY209_CR16,0,140,209_AL_.jpg",Actress,We're the Millers (tt1723121)
124,nm0000190,Matthew McConaughey,"https://m.media-amazon.com/images/M/MV5BMTg0MDc3ODUwOV5BMl5BanBnXkFtZTcwMTk2NjY4Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Dallas Buyers Club (tt0790636)
125,nm0425005,Dwayne Johnson,"https://m.media-amazon.com/images/M/MV5BMTkyNDQ3NzAxM15BMl5BanBnXkFtZTgwODIwMTQ0NTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Jumanji: Welcome to the Jungle (tt2283362)
126,nm0005363,Guy Ritchie,"https://m.media-amazon.com/images/M/MV5BMTM2NDkxMTcxMl5BMl5BanBnXkFtZTcwNTMyNjI5MQ@@._V1_UY209_CR6,0,140,209_AL_.jpg",Director,Sherlock Holmes (tt0988045)
127,nm7509279,Teagan Croft,"https://m.media-amazon.com/images/M/MV5BYmEzZTQ5ZmEtZTczOS00MzZjLTg4MmYtYTU5ODI2ZmY1NTI0XkEyXkFqcGdeQXVyMTQzNDQxMTE3._V1_UY209_CR7,0,140,209_AL_.jpg",Actress,Titans (tt1043813)
128,nm3198781,Ben Aldridge,"https://m.media-amazon.com/images/M/MV5BOGI2ZTc0YjgtY2ZiYi00OTMyLTg4OTAtOTM1ZTFhYmE0ZjFmXkEyXkFqcGdeQXVyMTI2Nzk2MjQ1._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Our Girl (tt3815412)
129,nm13489648,Cameron Chapman,"https://m.media-amazon.com/images/M/MV5BYTYyYTcyMTctNjIzMC00MGE2LWE1NGEtMTZiZGE3M2FkNzAwXkEyXkFqcGdeQXVyNDc5NjE4MDg@._V1_UY209_CR13,0,140,209_AL_.jpg",Actor,Lockwood & Co. (tt13802576)
130,nm6616259,Tati Gabrielle,"https://m.media-amazon.com/images/M/MV5BNjM5NDk3NDM4NV5BMl5BanBnXkFtZTgwMzU4Mzc1NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Uncharted (tt1464335)
131,nm0205626,Viola Davis,"https://m.media-amazon.com/images/M/MV5BNzUxNjM4ODI1OV5BMl5BanBnXkFtZTgwNTEwNDE2OTE@._V1_UY209_CR15,0,140,209_AL_.jpg",Actress,Fences (tt2671706)
132,nm0005351,Ryan Reynolds,"https://m.media-amazon.com/images/M/MV5BODFmN2VmZmEtYTRjZi00ZjY1LTgxYjQtODMyNDI3ZDk4ZTJiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Actor,Deadpool 2 (tt5463162)
133,nm3528821,Emma Myers,"https://m.media-amazon.com/images/M/MV5BNDllMzYxN2ItNzkzZS00ODQwLWJjZjItMjVjYzgyMDdhMWUwXkEyXkFqcGdeQXVyMTAwODQyMDE1._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Wednesday (tt13443470)
134,nm0000230,Sylvester Stallone,"https://m.media-amazon.com/images/M/MV5BMTQwMTk3NDU2OV5BMl5BanBnXkFtZTcwNTA3MTI0Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,Rocky (tt0075148)
135,nm0241049,Josh Duhamel,"https://m.media-amazon.com/images/M/MV5BMjE3MDUyNjM1N15BMl5BanBnXkFtZTcwMDc3NDY2Mg@@._V1_UY209_CR6,0,140,209_AL_.jpg",Actor,Transformers (tt0418279)
136,nm0000206,Keanu Reeves,"https://m.media-amazon.com/images/M/MV5BNGJmMWEzOGQtMWZkNS00MGNiLTk5NGEtYzg1YzAyZTgzZTZmXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Matrix (tt0133093)
137,nm0891863,Makenzie Vega,"https://m.media-amazon.com/images/M/MV5BMDA2NzdiZWYtOTliMS00Nzc2LTliYWYtZmZhMzNlNDQ2MjBlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,The Good Wife (tt1442462)
138,nm1760272,Margarita Levieva,"https://m.media-amazon.com/images/M/MV5BZWM4MTE1NGYtZjVhMS00ZGJlLWI1M2ItMzM1Y2EzOWRlMDg4XkEyXkFqcGdeQXVyMTIyMTIyNTA@._V1_UY209_CR39,0,140,209_AL_.jpg",Actress,The Lincoln Lawyer (tt1189340)
139,nm0350453,Jake Gyllenhaal,"https://m.media-amazon.com/images/M/MV5BNjA0MTU2NDY3MF5BMl5BanBnXkFtZTgwNDU4ODkzMzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Nightcrawler (tt2872718)
140,nm1752221,Gina Rodriguez,"https://m.media-amazon.com/images/M/MV5BNzY5NDU2MDc3OV5BMl5BanBnXkFtZTgwMTE3Mzg5NjE@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Deepwater Horizon (tt1860357)
141,nm2652095,Laura Haddock,"https://m.media-amazon.com/images/M/MV5BMGViNWFlYTAtNTYxOC00ZTQ0LWJkMjktMDJhZjVmNmQ1OGZiXkEyXkFqcGdeQXVyMjAwNjMyMzQ@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Guardians of the Galaxy (tt2015381)
142,nm3772243,Theo James,"https://m.media-amazon.com/images/M/MV5BODc4ZWI3OWYtMGRhYi00MGJkLThjYWUtYjk3MmU5MTQzOTY2XkEyXkFqcGdeQXVyMTgzNjAyMjM@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Divergent (tt1840309)
143,nm1569276,Chadwick Boseman,"https://m.media-amazon.com/images/M/MV5BMTk2OTY5MzcwMV5BMl5BanBnXkFtZTgwODM4MDI5MjI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Black Panther (tt1825683)
144,nm0010736,Amy Adams,"https://m.media-amazon.com/images/M/MV5BMTg2NTk2MTgxMV5BMl5BanBnXkFtZTgwNjcxMjAzMTI@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Arrival (tt2543164)
145,nm1684869,Troy Baker,"https://m.media-amazon.com/images/M/MV5BZWU4NzA1NGYtNjU0YS00MGYzLTg3M2UtOTE0ZjAyNDVjMjUzXkEyXkFqcGdeQXVyNDI5MDY4MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Last of Us (tt2140553)
146,nm2309517,Armie Hammer,"https://m.media-amazon.com/images/M/MV5BMzI3NTYwMzIxM15BMl5BanBnXkFtZTcwMzI1ODY1NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,The Social Network (tt1285016)
147,nm3382410,Ruby O. Fee,"https://m.media-amazon.com/images/M/MV5BNmIyYzY1NzUtODQ4Zi00NWJjLWI0NzMtNjEzYzRiMDhmNGE0XkEyXkFqcGdeQXVyODUxODk2ODM@._V1_UY209_CR15,0,140,209_AL_.jpg",Actress,Die Unsichtbaren (tt5586052)
148,nm0430107,Michael B. Jordan,"https://m.media-amazon.com/images/M/MV5BMjExOTY3NzExM15BMl5BanBnXkFtZTgwOTg1OTAzMTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Black Panther (tt1825683)
149,nm0000949,Cate Blanchett,"https://m.media-amazon.com/images/M/MV5BMTc1MDI0MDg1NV5BMl5BanBnXkFtZTgwMDM3OTAzMTE@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,Carol (tt2402927)
150,nm0503567,Logan Lerman,"https://m.media-amazon.com/images/M/MV5BODcyMTE4MTU0Ml5BMl5BanBnXkFtZTgwMjg2ODE5MDI@._V1_UY209_CR87,0,140,209_AL_.jpg",Actor,The Perks of Being a Wallflower (tt1659337)
151,nm8958770,Paul Mescal,"https://m.media-amazon.com/images/M/MV5BYzdhZTAzNjAtYjY5NC00OTFlLWFlYTEtMTQ0NTZlMjJmZTc3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Aftersun (tt19770238)
152,nm0000701,Kate Winslet,"https://m.media-amazon.com/images/M/MV5BODgzMzM2NTE0Ml5BMl5BanBnXkFtZTcwMTcyMTkyOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Titanic (tt0120338)
153,nm2459822,India de Beaufort,"https://m.media-amazon.com/images/M/MV5BZjBjY2MwODktZDlkYy00MzA2LTg3MzUtYTVmMmI3ODA1OGM3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Run Fatboy Run (tt0425413)
154,nm6442992,Victoria Pedretti,"https://m.media-amazon.com/images/M/MV5BNzlmY2VkODEtNzgzYS00MGE5LWJmZTMtOWZlMTg2ZmQ5ODMwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Once Upon a Time in... Hollywood (tt7131622)
155,nm0000552,Eddie Murphy,"https://m.media-amazon.com/images/M/MV5BMTc0NDQzODAwNF5BMl5BanBnXkFtZTYwMzUzNTk3._V1_UY209_CR4,0,140,209_AL_.jpg",Actor,The Nutty Professor (tt0117218)
156,nm1128572,Lake Bell,"https://m.media-amazon.com/images/M/MV5BNzdmMTg1MDktMGFlMi00NWQwLThiYjItMDQxM2UxMTg1MDI4XkEyXkFqcGdeQXVyMTQ2MDU4MDk@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,In a World... (tt2294677)
157,nm0935395,Katheryn Winnick,"https://m.media-amazon.com/images/M/MV5BZWE3NGE3NWUtNDA4NC00ODYyLThmMTgtNjQ4Y2ZkYzdmMmQ5XkEyXkFqcGdeQXVyMTE1MzA3MTI@._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Vikings (tt2306299)
158,nm0488953,Brie Larson,"https://m.media-amazon.com/images/M/MV5BNDE4ZWY1ZTUtYjNhMy00MTQyLWFmMjktNTkyYTFjOGRlNDk0XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Room (tt3170832)
159,nm5906920,Heidi Gardner,"https://m.media-amazon.com/images/M/MV5BMTEwNTI4NTg1MTZeQTJeQWpwZ15BbWU4MDM5ODcwMjcx._V1_UY209_CR0,0,140,209_AL_.jpg",Actress,Hustle (tt8009428)
160,nm3729721,Dylan O'Brien,"https://m.media-amazon.com/images/M/MV5BNjY0NDE5MDQ5OF5BMl5BanBnXkFtZTcwMTI4MDQxOA@@._V1_UY209_CR10,0,140,209_AL_.jpg",Actor,Teen Wolf (tt1567432)
161,nm0001191,Adam Sandler,"https://m.media-amazon.com/images/M/MV5BMjQyNzM2MjM1Ml5BMl5BanBnXkFtZTcwMDE5NjI3Mg@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,The Waterboy (tt0120484)
162,nm0702841,Ke Huy Quan,"https://m.media-amazon.com/images/M/MV5BMmMyN2MxMjQtNDFjYi00MTE3LTgwYTMtZmQzODUyZGUwYmExXkEyXkFqcGdeQXVyMTM5NDUxMTA@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Everything Everywhere All at Once (tt6710474)
163,nm0001876,Catherine Zeta-Jones,"https://m.media-amazon.com/images/M/MV5BZGE4MzUwMTYtYTFmNi00ZTRhLThjNDEtY2FlMTgyZmVmYTQwXkEyXkFqcGdeQXVyODczMzQ3NjY@._V1_UY209_CR54,0,140,209_AL_.jpg",Actress,Chicago (tt0299658)
164,nm0510021,Crystle Lightning,"https://m.media-amazon.com/images/M/MV5BODk0NDMwNmItODBmOC00ZjYxLWIyMWYtNzczZWZhNTFlMWNlXkEyXkFqcGdeQXVyMjkzNDQ2NTg@._V1_UY209_CR60,0,140,209_AL_.jpg",Actress,Trickster (tt11187454)
165,nm0001593,Anna Paquin,"https://m.media-amazon.com/images/M/MV5BMTcxNzM2NjMzNl5BMl5BanBnXkFtZTgwOTE2Njk0MjE@._V1_UY209_CR67,0,140,209_AL_.jpg",Actress,The Piano (tt0107822)
166,nm0000652,James Spader,"https://m.media-amazon.com/images/M/MV5BMTQ3MTQ5NjY5Ml5BMl5BanBnXkFtZTgwMTY0NzU5MDE@._V1_UY209_CR9,0,140,209_AL_.jpg",Actor,The Blacklist (tt2741602)
167,nm0000243,Denzel Washington,"https://m.media-amazon.com/images/M/MV5BMjE5NDU2Mzc3MV5BMl5BanBnXkFtZTcwNjAwNTE5OQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Fences (tt2671706)
168,nm3227090,Damien Chazelle,"https://m.media-amazon.com/images/M/MV5BMjE2MzcyODA3MV5BMl5BanBnXkFtZTgwNTA3NTU2MjE@._V1_UY209_CR4,0,140,209_AL_.jpg",Writer,La La Land (tt3783958)
169,nm5939164,Zazie Beetz,"https://m.media-amazon.com/images/M/MV5BNGQwOTQzYjQtZjlmYi00MWYwLTg0YzEtOTlhYmYzNDcyMDM4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR24,0,140,209_AL_.jpg",Actress,Atlanta (tt4288182)
170,nm0781981,Jason Segel,"https://m.media-amazon.com/images/M/MV5BMTUwNzcxNzM1Nl5BMl5BanBnXkFtZTgwNzA5NzU4MjE@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Forgetting Sarah Marshall (tt0800039)
171,nm0424060,Scarlett Johansson,"https://m.media-amazon.com/images/M/MV5BMTM3OTUwMDYwNl5BMl5BanBnXkFtZTcwNTUyNzc3Nw@@._V1_UY209_CR16,0,140,209_AL_.jpg",Actress,Lost in Translation (tt0335266)
172,nm1312575,Olivia Wilde,"https://m.media-amazon.com/images/M/MV5BMTg5NTc1NzgwOV5BMl5BanBnXkFtZTcwMTcyMjIzMQ@@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Tron (tt1104001)
173,nm9584861,Dominique Thorne,"https://m.media-amazon.com/images/M/MV5BMTc2NTBjODMtYmIzOC00NTk5LWE2YzYtOGU2YWM5ZjIwZDhhXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UY209_CR1,0,140,209_AL_.jpg",Actress,Black Panther: Wakanda Forever (tt9114286)
174,nm0000233,Quentin Tarantino,"https://m.media-amazon.com/images/M/MV5BMTgyMjI3ODA3Nl5BMl5BanBnXkFtZTcwNzY2MDYxOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Writer,Reservoir Dogs (tt0105236)
175,nm0001264,Sarah Michelle Gellar,"https://m.media-amazon.com/images/M/MV5BNzA5MDA4MTEwOV5BMl5BanBnXkFtZTcwNzY2MjcyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Buffy the Vampire Slayer (tt0118276)
176,nm1017334,Juno Temple,"https://m.media-amazon.com/images/M/MV5BYmNhOGE0NDQtNmUxZi00YmZmLTllNjgtM2QwODYzYzM0ZmRhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR87,0,140,209_AL_.jpg",Actress,Atonement (tt0783233)
177,nm0004874,Vin Diesel,"https://m.media-amazon.com/images/M/MV5BMjExNzA4MDYxN15BMl5BanBnXkFtZTcwOTI1MDAxOQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",Actor,Guardians of the Galaxy (tt2015381)
178,nm0186505,Bryan Cranston,"https://m.media-amazon.com/images/M/MV5BMTA2NjEyMTY4MTVeQTJeQWpwZ15BbWU3MDQ5NDAzNDc@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Breaking Bad (tt0903747)
179,nm0788335,Michael Shannon,"https://m.media-amazon.com/images/M/MV5BMjE0NzM5MTc5OF5BMl5BanBnXkFtZTgwMjc3ODYxODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actor,Take Shelter (tt1675192)
180,nm0272581,Rebecca Ferguson,"https://m.media-amazon.com/images/M/MV5BNzA4NDA1MTA5NV5BMl5BanBnXkFtZTcwNjMyNTQ3OA@@._V1_UY209_CR4,0,140,209_AL_.jpg",Actress,The Greatest Showman (tt1485796)
181,nm0000154,Mel Gibson,"https://m.media-amazon.com/images/M/MV5BNTUzOTMwNTM0OV5BMl5BanBnXkFtZTcwNDQwMTUxMw@@._V1_UY209_CR6,0,140,209_AL_.jpg",Actor,Braveheart (tt0112573)
182,nm0816508,Meadow Williams,"https://m.media-amazon.com/images/M/MV5BZjg2YzBjMjQtODZhYi00MjhjLThmMDktYzdmOWUxNmIyMTg1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR2,0,140,209_AL_.jpg",Actress,Boss Level (tt7638348)
183,nm3592338,Emilia Clarke,"https://m.media-amazon.com/images/M/MV5BNjg3OTg4MDczMl5BMl5BanBnXkFtZTgwODc0NzUwNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Game of Thrones (tt0944947)
184,nm0135221,Lizzy Caplan,"https://m.media-amazon.com/images/M/MV5BMjA1MDgxNDU0Nl5BMl5BanBnXkFtZTgwNjk4NTgwMTE@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Cloverfield (tt1060277)
185,nm5611121,Millie Bobby Brown,"https://m.media-amazon.com/images/M/MV5BMjA5NzA0NzQzMF5BMl5BanBnXkFtZTgwMTQxNjUzNjM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Enola Holmes (tt7846844)
186,nm0614165,Cillian Murphy,"https://m.media-amazon.com/images/M/MV5BMTUzMjg1NzIyOV5BMl5BanBnXkFtZTYwMzg2Mjgy._V1_UY209_CR0,0,140,209_AL_.jpg",Actor,28 Days Later... (tt0289043)
187,nm4834815,Monica Barbaro,"https://m.media-amazon.com/images/M/MV5BNjUwNzU5ZDktMDAzMy00NjExLWEwMzgtY2MxNjM2MTM0ODczXkEyXkFqcGdeQXVyMTI2Nzk2ODk3._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Top Gun: Maverick (tt1745960)
188,nm1886602,Miles Teller,"https://m.media-amazon.com/images/M/MV5BM2ZiYThiZTUtYmM0ZS00ZWQzLTgzMTEtZWY1ZDkwNWM4ZGNmXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY209_CR0,0,140,209_AL_.jpg",Actor,Whiplash (tt2582802)
189,nm2080328,Kelsey Asbille,"https://m.media-amazon.com/images/M/MV5BMGZlMDg0ZDgtOGMyNS00ZGM5LTkxZGUtNjY3ZWFmMmJlMmFiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR14,0,140,209_AL_.jpg",Actress,Fargo (tt2802850)
190,nm0696059,Laura Prepon,"https://m.media-amazon.com/images/M/MV5BNjUxNjcxMjE4N15BMl5BanBnXkFtZTgwNDk4NjA2MzE@._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,Orange Is the New Black (tt2372162)
191,nm3627601,Meghann Fahy,"https://m.media-amazon.com/images/M/MV5BNDcyYTk4YzMtNGQ0MS00ZjAyLWEyNGMtMTJjYmQxMzQ4NGY5XkEyXkFqcGdeQXVyMTUyODYwNDE5._V1_UY209_CR13,0,140,209_AL_.jpg",Actress,The Bold Type (tt6116060)
192,nm0000174,Val Kilmer,"https://m.media-amazon.com/images/M/MV5BMTk3ODIzMDA5Ml5BMl5BanBnXkFtZTcwNDY0NTU4Ng@@._V1_UY209_CR3,0,140,209_AL_.jpg",Actor,The Doors (tt0101761)
193,nm4129745,Allison Williams,"https://m.media-amazon.com/images/M/MV5BNjkwZTZjZjItNTNiNy00MGUxLWEzYWYtYmUxNjE0NWVhYWFlXkEyXkFqcGdeQXVyNjg2NzQzMDE@._V1_UY209_CR6,0,140,209_AL_.jpg",Actress,Girls (tt1723816)
194,nm4045841,Lamar Johnson,"https://m.media-amazon.com/images/M/MV5BYjJkZDcwZjgtMjM0OC00OWE5LWFiZDItNzVlNTE2Y2Q3NDJkXkEyXkFqcGdeQXVyMzk0MzE1MjI@._V1_UY209_CR7,0,140,209_AL_.jpg",Actor,The Hate U Give (tt5580266)
195,nm1289434,Emily Blunt,"https://m.media-amazon.com/images/M/MV5BMTUxNDY4MTMzM15BMl5BanBnXkFtZTcwMjg5NzM2Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Edge of Tomorrow (tt1631867)
196,nm0000354,Matt Damon,"https://m.media-amazon.com/images/M/MV5BMTM0NzYzNDgxMl5BMl5BanBnXkFtZTcwMDg2MTMyMw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Actor,Good Will Hunting (tt0119217)
197,nm0000242,Mark Wahlberg,"https://m.media-amazon.com/images/M/MV5BMTU0MTQ4OTMyMV5BMl5BanBnXkFtZTcwMTQxOTY1NA@@._V1_UY209_CR10,0,140,209_AL_.jpg",Producer,The Fighter (tt0964517)
198,nm1094137,Molly Gordon,"https://m.media-amazon.com/images/M/MV5BMGUxMGVhNTctOGU4NS00NDhlLWFjMTctN2EyMGM4MDVhNzgzXkEyXkFqcGdeQXVyNTQ3MjgzNjM@._V1_UX140_CR0,0,140,209_AL_.jpg",Actress,Booksmart (tt1489887)
